Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
961,75,1595454826,647099407
962,61,-1704015009,-1067636482
963,43,-82096910,755360877
964,98,351496130,-524750747
965,137,-2118844494,-1188934700
966,153,-400248762,275046827
967,43,437097597,1792516638
968,84,712486426,-1767514939
969,163,1015503620,-1253251503
970,119,-103180040,1867190756
971,127,1883073125,741800938
972,72,-570360577,-486857138
973,101,936539542,-941868842
974,48,1687694809,2048192685
975,230,569882633,-1223081929
976,117,-1921322411,673245626
977,207,-1164199317,-1910289004
978,91,1561171167,1119966525
979,241,-75012616,804649106
980,96,-676091770,-1946587101
981,176,361128926,-904506723
982,130,1960824501,-1319752957
983,236,-1332826148,-1279585966
984,147,-693367652,-1297014104
985,131,1123599711,-1313762954
986,75,-635276541,75590777
987,206,-1846453673,-1947122060
988,215,1557544928,929723675
989,117,130573281,389737450
990,220,1328495144,-74954569
991,149,-1925970813,-321254061
992,97,1593042316,539485338
993,43,-1397212262,-1674405864
994,95,-586055411,1470528910
995,192,-2054600707,18850891
996,177,1362966243,388726038
997,105,-1886709578,1802811236
998,145,926651517,-234757921
999,115,614753978,471591596
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
0,12,381279033,1432696482
1,128,-1700736395,51257365
2,36,421971953,1118740019
3,12,-408682534,347408868
4,24,492801034,-779375708
5,24,-82160225,996169723
6,12,389102813,1303472629
7,32,-379851062,-2043348505
8,192,-2127654045,308103064
9,12,223919889,667172261
10,32,-164728273,1855559833
11,12,-1436364013,1154281077
12,60,1062747064,669999994
13,48,-940802100,1265324894
14,192,-136207530,-1092250526
15,160,690689141,281096409
16,24,-1923855635,-1642307197
17,128,-662142232,-851006612
18,48,227115945,-117912395
19,96,-1795104900,-569956022
20,36,789152639,1966709775
21,160,-2130130828,-1462070818
22,192,822583506,328484743
23,12,-939032197,-512409245
24,96,1169490945,1764550704
25,36,570099569,554892781
26,128,-182122887,936477750
27,32,-342541112,454586935
28,160,-985250260,-1928667359
29,96,1103551891,2010065582
30,96,-1398308773,1908208836
31,128,67486622,1501393809
32,96,-4787202,-1740416368
33,64,1698004824,-767079986
34,160,1800144785,507967611
35,12,1872491964,-778911491
36,48,1541523038,21021509
37,60,-2117917560,-640119790
38,96,-1064544689,-253913198
39,60,-1301923761,-672698204
40,60,1950423932,1784366806
41,72,1671073037,543689161
42,24,83847760,-684050601
43,192,-210334382,667486329
44,192,-1471699348,-2017385085
45,160,-998924091,21507649
46,160,719140103,-1330193935
47,24,-1031404610,-742727742
48,24,-514908675,1028809991
49,12,-1193887671,-552755970
50,128,1121703599,784605298
51,24,2084272990,655689890
52,128,39227325,-382613859
53,12,678621555,1198689621
54,60,81915123,-349887113
55,72,-1599117738,1538910090
56,24,1228219023,-609553427
57,36,-262635931,-393825282
58,160,681854622,1003347269
59,60,942653913,196091150
60,64,-277108596,-1425442078
61,36,1120006413,-448128915
62,60,-2094500238,1537197844
63,96,-1698913625,458967916
64,192,622448225,-1766183437
65,72,740110999,-1049068349
66,60,2117331623,1524830786
67,36,1338273114,307914312
68,64,1164553019,761491888
69,12,-475073512,-544474267
70,48,-39008711,-1430475357
71,32,-780839260,1501002745
72,24,386481598,-716252100
73,128,1401376166,-1809527941
74,128,889515662,1964975921
75,72,-657033631,384096148
76,72,-648733109,61465937
77,192,-1163709164,-957120877
78,60,1904413613,-678875719
79,96,-200208976,1063688832
80,64,-1170201295,1048678038
81,160,48016409,1040940522
82,48,-1293777193,-198547714
83,36,-1329274927,757180058
84,160,745824411,-398415832
85,32,-1428688508,1553707452
86,160,-19247332,676819374
87,72,-1699532759,-1807604188
88,48,-1662882841,74835472
89,128,713472638,-945424340
90,96,-1160653111,-681612486
91,128,1838552667,-610990273
92,192,1636926244,517455106
93,72,1264575117,448018536
94,48,1044300149,-1246455327
95,36,-1243060504,1324824986
96,12,1657823364,1422574950
97,24,-885584597,-41505916
98,72,1360016094,-1088937993
99,160,38458950,-2089004412
100,24,424881330,508165669
101,72,-885876158,1563788105
102,96,493095658,-1500192081
103,64,-1985569344,1781515276
104,12,1755187573,-1868468012
105,12,-383068893,321001468
106,60,-1345126583,-1420130451
107,192,-1150366553,-1436544814
108,36,-617151628,-655782602
109,36,1240705997,1718218216
110,192,-684037648,-1445766525
111,32,1612968037,-1681190999
112,32,1118183482,-1494570923
113,96,1345388881,1240841010
114,48,740204784,2035560998
115,12,-181729879,-499611529
116,48,-1777791147,-2139998528
117,72,-1669744018,1416384868
118,64,-2035272431,1690585126
119,72,1100128283,-580913508
120,60,1290089422,732647365
121,60,506743066,-940390443
122,72,-218874006,-794518730
123,12,-168239370,396629648
124,24,-273951735,1568050985
125,160,492150131,399326646
126,128,824978272,-1873169710
127,64,438708848,115385745
128,96,-1068389520,-1331763420
129,96,-729765906,1002412132
130,32,1758080549,-1297116514
131,96,-1604135542,2099774249
132,160,-409193160,1698217262
133,32,-78185903,-2105024689
134,64,-588379160,1285600837
135,12,650774023,-1574634457
136,160,2146246146,-556200534
137,48,-1685336753,-1283475324
138,36,-855477904,1258268426
139,128,-1797164868,-958629684
140,60,1978207450,-338166576
141,96,-1937581278,1088923882
142,24,2089756814,830188066
143,32,-1017052158,-144622254
144,160,-574506440,371707232
145,48,679729792,781533121
146,160,-449818298,729281057
147,48,-1676617823,-1572937221
148,192,2137633023,1423587882
149,72,1084905451,-1497045575
150,128,-1019111974,-1386823972
151,36,-1682500208,-1588829856
152,96,1894065531,-571853770
153,192,-786022351,-1539002961
154,128,855750962,36092013
155,96,-1992320635,1840087389
156,36,1190576211,66881535
157,12,-1421425479,29659904
158,24,1403736956,1494795238
159,48,-950264018,920168047
160,128,527278926,-539332575
161,160,-712568243,-454465521
162,64,479269517,-1200451337
163,32,1082830056,251295242
164,12,-1874728537,2013161319
165,128,-1651281498,-104480749
166,72,-1064754592,1265180460
167,192,-1456909491,409198719
168,72,1363311974,-1894678633
169,24,1613339452,1290024318
170,192,-428258880,297068443
171,32,-637742867,-1465713391
172,72,-662739054,610958431
173,12,1268486853,-1775342614
174,192,-802306570,-74594126
175,48,-1523304996,-163849210
176,60,1157060750,-1127943978
177,192,-1126912902,627327614
178,60,1173925729,-72430106
179,32,-625514379,-810218660
180,96,-1854085875,-965476516
181,24,1818532743,1926408657
182,128,195361075,1897589881
183,64,761175394,1976168795
184,64,537380089,-1824948745
185,36,-962989982,1415453169
186,72,702887763,-1142031778
187,32,1844333098,-1569737008
188,128,-1774273487,1158582401
189,192,-862581854,-1847382100
190,12,-620808593,-1161986989
191,32,609734405,-331165677
192,24,-266424381,1813968265
193,24,1271586399,598272116
194,48,-1301396896,-1283299548
195,72,254567731,101672225
196,72,2031005217,-418014043
197,96,-1623174055,-1138879081
198,60,-1701017012,-110301639
199,32,1554296382,1917456303
200,192,1460975458,-863483112
201,60,1946424643,-963444973
202,72,-1284893946,1853653161
203,64,1750612856,-1588909311
204,12,-1171853367,-720656139
205,128,-756966698,1030010958
206,48,-390326338,1077985138
207,64,1927268717,863347730
208,64,-2097914861,583595514
209,24,190192646,1744161166
210,96,-1131120537,-596836092
211,36,-480267016,1221809636
212,32,-412974096,1133423144
213,32,-115496076,-1289034800
214,36,-1055797721,1473115835
215,64,857378099,731731800
216,128,-1672510612,1457268627
217,160,-2020332918,-744155560
218,64,-785871523,-291239194
219,72,-1842030903,126214407
220,32,-695053247,425860042
221,192,-1100153669,-612630977
222,192,-101361173,282921180
223,12,-28793253,1630602865
224,36,-2042815298,-869832679
225,36,311773905,1811026636
226,32,-723926902,438400041
227,12,1561446378,-1001249620
228,128,-2061770566,-342239381
229,36,-1101565740,2134558788
230,60,1547569806,899103403
231,96,-1406343541,-791384619
232,60,383886160,-1597352512
233,24,157191781,144545712
234,160,-1992051356,63673866
235,192,-267113224,-1987795422
236,72,-1733503565,-2083835330
237,48,-389026001,-648266770
238,36,-803810327,2038087787
239,12,1726858512,1888180520
240,48,-100569173,-462760765
241,48,1407157840,91351713
242,12,1727528941,-1563922282
243,24,-158052806,-1378800748
244,128,1222265928,1921498146
245,72,-946755355,1937466966
246,192,-2007398489,-52504388
247,96,1961045314,346792354
248,64,378468999,1228217700
249,60,1385450930,-1253975148
250,72,183667176,452196542
251,64,1279988713,434225556
252,48,1411367281,-59359550
253,32,-1518965283,-864906596
254,160,585988500,1455247005
255,192,-85989857,1636973458
256,12,-398735684,765444016
257,12,215098143,1225235687
258,24,1570709948,1166229549
259,32,1364885049,-22654783
260,36,-2127484088,-1888744699
261,12,628615922,704068198
262,128,-1784516333,-2104078415
263,24,1313472213,77127354
264,48,2039033110,1134080276
265,24,-466284835,1257315326
266,32,-1530241716,-1654062186
267,48,1208689039,-413253254
268,24,-300777816,-1411184129
269,192,68692874,-1642731168
270,72,-1301072294,1049407306
271,60,1654069129,660286957
272,48,1043099158,1322872051
273,32,1569244628,987852423
274,192,1231244039,1373558747
275,128,-732728156,-491154497
276,60,-801241837,1862327919
277,12,-172184709,-2008728462
278,60,-1643028601,-1979114330
279,192,-1075597421,-895132165
280,60,-1624766228,-1877515728
281,160,1538643255,-542599274
282,128,1502906870,-1612798423
283,24,-1071596225,723803698
284,60,-464330922,1443501452
285,12,-759101177,-1050096082
286,128,-564822043,-752466739
287,12,-1473812331,1532911523
288,72,112567042,439886671
289,48,202832003,-144302792
290,96,874850142,2121795370
291,192,-780203562,-1763329980
292,64,21928243,1942843507
293,64,891783064,390247050
294,96,777171347,-1998471574
295,72,1890878970,543211544
296,192,-1180861899,1010080545
297,60,1169341479,667344841
298,160,-70375918,-1792217069
299,24,1076712253,442915135
300,128,221137050,534772421
301,32,-1339379129,-2067574932
302,128,1956649757,1733052600
303,72,415572602,319449915
304,160,-418922917,784879948
305,160,2001540014,-1223937032
306,32,744142643,-1976611715
307,24,269638712,-2068613236
308,24,2090728671,-1733748116
309,32,-547607373,-1994909523
310,60,1960700678,870372572
311,12,1294454926,-16656242
312,64,816210750,1443920572
313,12,-580026915,-1300618169
314,160,433517097,942438501
315,60,-1604750211,17512376
316,48,-55897845,576964401
317,24,-1332872479,-584900662
318,128,-397533290,-380736506
319,64,2029073395,223707987
320,64,-1755844668,470807253
321,192,-1451108964,1678601282
322,32,1165026784,-929738193
323,48,-836275221,-1195675695
324,160,637646512,-1661055194
325,72,-760977590,-44855250
326,128,1203023108,362124626
327,128,823563709,800067833
328,24,1675797362,325831093
329,160,1155485187,1338748430
330,192,2145419086,-374144929
331,160,1818035739,-673464768
332,32,-1786820228,-1900995274
333,24,-2069339421,870109255
334,72,-135025220,1638445584
335,60,1132422343,424295738
336,192,1352982890,1823902484
337,60,418406546,-357437925
338,72,-1777026219,1176190891
339,48,2143814924,-1286919905
340,36,1557872868,1995550350
341,60,-984019302,1958118622
342,12,575394014,734421102
343,60,-220620852,1710674975
344,96,1200834670,-1889839763
345,36,1037183930,-1430402774
346,160,183773175,386943596
347,12,-2115256868,1110427004
348,96,-1047537944,768963924
349,128,-1452216366,-1632968399
350,12,1706633064,1385108120
351,24,822598210,911666110
352,24,1363344253,969944149
353,32,1826286527,780764040
354,96,-81175222,1235560463
355,160,1234948893,894629512
356,60,954413406,-1200965672
357,60,1430134580,382021518
358,64,436423981,1870079003
359,60,-2058143513,-181721107
360,48,-1603937024,1812726000
361,12,-1011165018,-1697224169
362,12,-62661358,-334767147
363,160,-415057674,588521680
364,32,-30620679,1160534035
365,72,1103919278,1481633673
366,160,1206241042,-588709993
367,32,-495466995,513926028
368,12,608205237,-1567466717
369,160,1030663856,-1159401139
370,48,-1836135177,-122697649
371,128,-1832914958,-511130469
372,48,1352446161,1343881944
373,64,-833330174,57660066
374,48,723173137,-1459018023
375,36,-1168970138,-380039992
376,128,521591591,-1291827372
377,48,622632610,1386272256
378,72,-338044162,90041335
379,24,234358329,687062840
380,192,504103915,-766735769
381,160,2049744010,-1034925443
382,24,667766273,494179210
383,192,-266097558,1687976213
384,192,1457315098,84923062
385,160,-1858824686,1888335471
386,60,-1380690826,935192303
387,96,167455737,463859814
388,72,1027232891,-1797775121
389,96,1326531435,-1038840521
390,192,-1575857351,-626259339
391,96,1439801287,-1093670661
392,128,219123133,1096851557
393,72,445489582,432404272
394,128,-141076555,-1990952313
395,24,357287358,1728632070
396,160,-1323184929,2085695043
397,192,1767761940,734034423
398,24,-1660545376,-763373468
399,96,-270863339,326247001
400,72,-1858768885,1947279604
401,192,771442608,-920912371
402,60,-1599594562,-1796894236
403,36,-1746368224,-2052178192
404,36,1152936238,1106645614
405,192,1232428379,-786516593
406,192,1801219680,871979620
407,96,672179767,604196512
408,32,-2081478123,-148742057
409,64,1149022972,1407347807
410,64,849086817,-1996144885
411,24,-1290322047,-95858685
412,72,-1289789715,866598459
413,160,1897747357,1996972608
414,64,-2073465638,899523777
415,128,1258613980,124850207
416,24,2143416678,1092393719
417,160,-2139582022,2088495081
418,24,1410197080,742917506
419,24,-1892711139,-1659055419
420,60,103260980,682455056
421,32,-488683032,1413131033
422,48,676996090,2023530033
423,60,1944175007,-1568354561
424,160,1776339816,133224597
425,32,701668042,2007280594
426,48,1803904475,440933183
427,72,-385352112,223336334
428,32,831656969,305361682
429,60,-501993141,1706654535
430,160,-270638360,807376512
431,36,-358333609,-729817837
432,12,1797714763,2093868605
433,64,-525123527,612222010
434,96,53805350,-2057324041
435,96,-264004461,501229330
436,48,-522530590,-349758719
437,96,2070617740,2016158644
438,24,-2075604199,592257967
439,160,-1067762816,-780478113
440,128,-692771242,1209453366
441,12,-719137640,-1336913622
442,128,281181031,-1982699516
443,160,-2034146668,1079852361
444,160,-330742631,1393919202
445,32,296855884,-1479119341
446,160,-1614300682,-408701602
447,36,1934753356,-1504809632
448,60,-912859145,-1041060023
449,192,-1663099203,349008804
450,36,1125045857,-276860976
451,72,228117792,856618670
452,12,1779782458,401971323
453,24,-1189759131,1228710440
454,24,-417935562,-1789712243
455,48,-2141076322,-691052976
456,24,-2082073147,150730585
457,24,836895711,-2054094623
458,72,-1150991164,1832563460
459,48,-238052071,1365319049
460,32,-561993625,-38084476
461,24,1795783887,1631650371
462,24,-1097089836,785129567
463,128,1250154049,-1894364127
464,72,-805835017,-743212939
465,64,-1377848330,1888602954
466,32,-1443848879,-1797910786
467,72,-1795708945,-1054484539
468,128,1722653116,157219062
469,160,-866520737,2104188081
470,36,1535314872,-1926477506
471,24,2069338723,1947846929
472,96,982588506,2056861806
473,48,215276968,-985649207
474,72,-1931892347,442748847
475,12,667792996,148467458
476,60,2096844560,707022360
477,192,-635626873,-68500770
478,32,1572193330,459149604
479,128,-864350270,-1476965300
480,160,-1580790543,-947438944
481,128,-549448861,-1200334710
482,24,1007167284,1888988004
483,128,-1181147612,-1158465271
484,128,-59878446,872686917
485,36,1409599391,1760087577
486,24,1536616793,-140868919
487,12,1192502723,1246817601
488,72,-430665317,-1423826364
489,96,286876908,-1079932754
490,128,-1525932430,1905508291
491,64,1030444312,-1079977065
492,24,709736116,-858892069
493,160,1161692022,-1054803889
494,12,-70710439,-1906294930
495,96,970954891,723781700
496,72,794563819,-2131733189
497,72,1716186204,-2063002969
498,160,2008630944,-1907853990
499,24,-1768003560,550341589
500,60,564715126,1288799342
501,192,-1202357286,580806297
502,60,1949397307,-1431707233
